Holdings details

Total World Stock ETF (VT)


Equity,as of 05/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BD5CJF9,Zhejiang Wanma Co Ltd,002276,<0.01%,Electrical Components & Equipment,CN,---,"$91,309.73","52,100"
,BD5LZQ9,Jiangsu Asia-Pacific Light Alloy Technology Co Ltd,002540,<0.01%,Aluminum,CN,---,"$91,249.99","112,400"
,BP3R4S8,Southwest Securities Co Ltd,600369,<0.01%,Investment Banking & Brokerage,CN,---,"$91,228.01","155,100"
,BD5LTN4,Yantai Dongcheng Pharmaceutical Co Ltd,002675,<0.01%,Biotechnology,CN,---,"$91,069.38","48,200"
,BMYSW18,Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi AS,BASGZ,<0.01%,Gas Utilities,TR,---,"$90,973.32","86,013"
,BP3RFV8,Kailuan Energy Chemical Co Ltd,600997,<0.01%,Steel,CN,---,"$90,942.93","113,300"
,BYXYHM7,Wilcon Depot Inc,WLCON,<0.01%,Home Improvement Retail,PH,---,"$90,934.03","965,800"
,6431875,Rechi Precision Co Ltd,4532,<0.01%,Industrial Machinery & Supplies & Components,TW,---,"$90,874.65","120,000"
,BFCCQB1,HyUnion Holding Co Ltd,002537,<0.01%,Automotive Parts & Equipment,CN,---,"$90,492.63","97,200"
,B03MV32,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,KRDMD,<0.01%,Steel,TR,---,"$90,403.59","105,439"
,BMTPPG0,UNISOL Holdings Corp,7128,<0.01%,Trading Companies & Distributors,JP,---,"$90,373.54","6,900"
,6897552,Yondoshi Holdings Inc,8008,<0.01%,"Apparel, Accessories & Luxury Goods",JP,---,"$90,290.75","7,900"
,BQV3N22,Chongqing Genrix Biopharmaceutical Co Ltd,688443,<0.01%,Biotechnology,CN,---,"$90,165.52","22,778"
,BNHNGT3,Explosive Co Ltd,002096,<0.01%,Commodity Chemicals,CN,---,"$90,067.99","59,500"
,BD58032,Anhui Huilong Agricultural Means of Production Co Ltd,002556,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$89,903.48","117,500"
,BK4XY46,Lakala Payment Co Ltd,300773,<0.01%,Transaction & Payment Processing Services,CN,---,"$89,784.97","25,100"
,BD5C9T3,Fujian Star-net Communication Co Ltd,002396,<0.01%,Communications Equipment,CN,---,"$89,657.77","26,780"
,6662095,Osaka Steel Co Ltd,5449,<0.01%,Steel,JP,---,"$89,563.55","5,500"
,BD5LZN6,Shenzhen Ysstech Info-tech Co Ltd,300377,<0.01%,Application Software,CN,---,"$89,540.69","44,500"
,6383374,Binex Co Ltd,053030,<0.01%,Pharmaceuticals,KR,---,"$89,312.51","15,146"
,BP3R8V9,Shanghai Yuyuan Tourist Mart Group Co Ltd,600655,<0.01%,Other Specialty Retail,CN,---,"$89,150.47","127,300"
,BMC43M6,Route Mobile Ltd,ROUTE,<0.01%,Application Software,IN,---,"$89,096.22","16,654"
,BMDWT54,AInnovation Technology Group Co Ltd,2121,<0.01%,Application Software,HK,---,"$88,757.60","159,000"
,BD5CNK2,Alpha Group,002292,<0.01%,Leisure Products,CN,---,"$88,615.74","79,000"
,BMDKML5,Fenbi Ltd,2469,<0.01%,Education Services,HK,---,"$88,369.88","1,081,000"
,BP91NQ5,Sansure Biotech Inc,688289,<0.01%,Health Care Supplies,CN,---,"$88,355.93","36,489"
,BYYFJT0,Toly Bread Co Ltd,603866,<0.01%,Packaged Foods & Meats,CN,---,"$87,881.67","125,000"
,B03MRR8,Eczacibasi Yatirim Holding Ortakligi AS,ECZYT,<0.01%,Industrial Conglomerates,TR,---,"$87,685.63","11,323"
,BP3RD81,Xiamen ITG Group Corp Ltd,600755,<0.01%,Trading Companies & Distributors,CN,---,"$87,646.13","100,000"
,BD5M283,Maccura Biotechnology Co Ltd,300463,<0.01%,Life Sciences Tools & Services,CN,---,"$87,536.19","62,700"
,BMTCVK7,Shenzhen SED Industry Co Ltd,000032,<0.01%,Construction & Engineering,CN,---,"$87,519.02","36,000"
,BHQPSP8,Sonoscape Medical Corp,300633,<0.01%,Health Care Equipment,CN,---,"$87,410.45","29,000"
,BD5LZ92,Porton Pharma Solutions Ltd,300363,<0.01%,Pharmaceuticals,CN,---,"$87,115.98","39,997"
,6623326,Nagaileben Co Ltd,7447,<0.01%,Health Care Supplies,JP,---,"$86,921.01","8,300"
,BRT4272,HealthyWay Inc,2587,<0.01%,Health Care Services,HK,---,"$86,855.94","193,500"
,BMGJPY3,Arctech Solar Holding Co Ltd,688408,<0.01%,Electrical Components & Equipment,CN,---,"$86,743.57","16,682"
,6665878,MDS Retailing Tbk PT,LPPF,<0.01%,Broadline Retail,ID,---,"$86,687.81","968,300"
,6485968,Piolax Inc,5988,<0.01%,Automotive Parts & Equipment,JP,---,"$86,687.46","8,700"
,BD5CJT3,Beijing Jetsen Technology Co Ltd,300182,<0.01%,Movies & Entertainment,CN,---,"$86,655.91","102,600"
,6418146,Intage Holdings Inc,4326,<0.01%,Advertising,JP,---,"$86,537.59","8,100"
,BYQDNL2,Anhui Kouzi Distillery Co Ltd,603589,<0.01%,Distillers & Vintners,CN,---,"$86,497.15","26,300"
,6546906,FSP Technology Inc,3015,<0.01%,Electrical Components & Equipment,TW,---,"$86,459.25","54,000"
,6671422,Panin Financial Tbk PT,PNLF,<0.01%,Life & Health Insurance,ID,---,"$86,448.30","6,493,900"
,BJVLVG7,Solus Advanced Materials Co Ltd,336370,<0.01%,Electronic Components,KR,---,"$86,302.10","11,130"
,BP91MJ1,Zhejiang Tiantie Science & Technology Co Ltd,300587,<0.01%,Commodity Chemicals,CN,---,"$86,220.69","115,064"
,BD5CHT9,China National Accord Medicines Corp Ltd,000028,<0.01%,Health Care Distributors,CN,---,"$86,211.63","24,700"
,6374345,Godo Steel Ltd,5410,<0.01%,Steel,JP,---,"$86,177.39","5,000"
,BFZYRL1,Healius Ltd,HLS,<0.01%,Health Care Services,AU,---,"$86,104.03","352,684"
,BF249P2,KORE US REIT,KORE,<0.01%,Office REITs,SG,---,"$86,089.50","462,700"
,BHQPRH3,Zhejiang Weixing Industrial Development Co Ltd,002003,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$85,944.73","63,300"
,BD5LY17,Apeloa Pharmaceutical Co Ltd,000739,<0.01%,Pharmaceuticals,CN,---,"$85,888.00","35,000"
,BD5LRD0,Visionox Technology Inc,002387,<0.01%,Electronic Components,CN,---,"$85,767.66","72,298"
,6365372,GFPT PUBLIC CO LTD-FOR,GFPT/F,<0.01%,Packaged Foods & Meats,TH,---,"$85,685.32","326,100"
,BMVB2J8,Shandong Dawn Polymer Co Ltd,002838,<0.01%,Commodity Chemicals,CN,---,"$85,670.47","17,200"
,BP3RC28,Wangfujing Group Co Ltd,600859,<0.01%,Broadline Retail,CN,---,"$85,661.37","51,900"
,BP3RC73,China Automotive Engineering Research Institute Co Ltd,601965,<0.01%,Automobile Manufacturers,CN,---,"$85,529.04","37,000"
,BD5C799,Beyondsoft Corp,002649,<0.01%,IT Consulting & Other Services,CN,---,"$85,359.42","60,700"
,BZ0D1G6,Zhejiang Jiahua Energy Chemical Industry Co Ltd,600273,<0.01%,Commodity Chemicals,CN,---,"$85,238.84","79,000"
,BK947T0,China Kings Resources Group Co Ltd,603505,<0.01%,Commodity Chemicals,CN,---,"$85,162.87","31,556"
,BD5C9J3,Zhejiang Dun'An Artificial Environment Co Ltd,002011,<0.01%,Building Products,CN,---,"$85,156.91","46,200"
,BD5CLJ7,Beijing Ultrapower Software Co Ltd,300002,<0.01%,IT Consulting & Other Services,CN,---,"$84,970.98","72,800"
,BP3RHR8,Black Peony Group Co Ltd,600510,<0.01%,Construction & Engineering,CN,---,"$84,842.06","67,000"
,BRS77G6,Shenzhen Urban Transport Planning Center Co Ltd,301091,<0.01%,Research & Consulting Services,CN,---,"$84,834.37","31,200"
,BD5CQM5,Zhejiang Jolly Pharmaceutical Co Ltd,300181,<0.01%,Pharmaceuticals,CN,---,"$84,799.76","41,500"
,BMVB4Y7,Easyhome New Retail Group Co Ltd,000785,<0.01%,Broadline Retail,CN,---,"$84,766.50","238,400"
,BD5CL64,Zhejiang Huace Film & Television Co Ltd,300133,<0.01%,Movies & Entertainment,CN,---,"$84,525.48","67,900"
,B8F2T65,China Yongda Automobiles Services Holdings Ltd,3669,<0.01%,Automotive Retail,HK,---,"$84,469.06","861,000"
,BNHPGN3,Nanjing Cosmos Chemical Co Ltd,300856,<0.01%,Specialty Chemicals,CN,---,"$84,227.52","44,800"
,BYVY9N4,Nexon Games Co Ltd,225570,<0.01%,Interactive Home Entertainment,KR,---,"$84,202.77","12,037"
,B1GD708,Remixpoint Inc,3825,<0.01%,IT Consulting & Other Services,JP,---,"$84,104.28","73,169"
,B58KV47,ScinoPharm Taiwan Ltd,1789,<0.01%,Pharmaceuticals,TW,---,"$84,058.11","133,245"
,6366847,Genki Global Dining Concepts Corp,9828,<0.01%,Restaurants,JP,---,"$83,937.03","4,783"
,BD5LX87,Shantui Construction Machinery Co Ltd,000680,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$83,834.69","52,700"
,BP3R3Q9,Gemdale Corp,600383,<0.01%,Real Estate Development,CN,---,"$83,785.95","206,200"
,BNHPR30,Jolywood Suzhou Sunwatt Co Ltd,300393,<0.01%,Semiconductors,CN,---,"$83,605.54","60,300"
,BMVB2T8,Shanghai Kelai Mechatronics Engineering Co Ltd,603960,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$83,480.05","27,400"
,BQQD1C3,Yamashin-Filter Corp,6240,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$83,393.38","23,051"
,BYZ6CM6,Novonix Ltd,NVX,<0.01%,Electronic Equipment & Instruments,AU,---,"$83,386.95","456,832"
,BD5CC49,Shenzhen Noposin Crop Science Co Ltd,002215,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$83,288.74","62,000"
,BP3R8Q4,Guizhou Panjiang Refined Coal Co Ltd,600395,<0.01%,Coal & Consumable Fuels,CN,---,"$83,287.60","100,400"
,BVPKGN6,SEB SA - PF - 2028,---,<0.01%,---,FR,---,"$83,202.34","1,436"
,6548991,TKG Huchems Co Ltd,069260,<0.01%,Specialty Chemicals,KR,---,"$83,136.52","7,579"
,6984959,Nexen Tire Corp,002350,<0.01%,Tires & Rubber,KR,---,"$83,005.49","19,052"
,BTFRHY1,Guangdong Ellington Electronics Technology Co Ltd,603328,<0.01%,Electronic Components,CN,---,"$82,853.54","44,400"
,BL61XC6,KCC Glass Corp,344820,<0.01%,Building Products,KR,---,"$82,514.30","4,931"
,BFYQHB8,Shandong Publishing & Media Co Ltd,601019,<0.01%,Publishing,CN,---,"$82,510.24","77,700"
,6289784,Cawachi Ltd,2664,<0.01%,Drug Retail,JP,---,"$82,396.88","4,000"
,B0BXJ22,Eugene Investment & Securities Co Ltd,001200,<0.01%,Investment Banking & Brokerage,KR,---,"$82,280.41","26,002"
,BFCCPZ8,Sinotruk Jinan Truck Co Ltd,000951,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$82,216.64","25,900"
,BD73KR9,Innuovo Technology Co Ltd,000795,<0.01%,Diversified Metals & Mining,CN,---,"$81,960.79","62,800"
,BP91MC4,Hunan Zhongke Electric Co Ltd,300035,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$81,701.50","33,600"
,B0105T2,Soulbrain Holdings Co Ltd,036830,<0.01%,Specialty Chemicals,KR,---,"$81,570.06","2,470"
,BMTCW48,Shenyang Xingqi Pharmaceutical Co Ltd,300573,<0.01%,Pharmaceuticals,CN,---,"$81,353.70","14,323"
,B4KBHT8,Iron Force Industrial Co Ltd,2228,<0.01%,Automotive Parts & Equipment,TW,---,"$81,201.98","30,076"
,BFY8H81,Weihai Guangwei Composites Co Ltd,300699,<0.01%,Commodity Chemicals,CN,---,"$80,950.17","18,304"
,BK71CZ4,Jingjin Equipment Inc,603279,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$80,854.53","35,880"
,B03MYD3,Tukas Gida Sanayi ve Ticaret AS,TUKAS,<0.01%,Packaged Foods & Meats,TR,---,"$80,849.96","1,576,254"
,BFY8HM5,Zhejiang Meida Industrial Co Ltd,002677,<0.01%,Household Appliances,CN,---,"$80,714.53","77,500"
,6432049,Gamania Digital Entertainment Co Ltd,6180,<0.01%,Interactive Home Entertainment,TW,---,"$80,676.84","62,000"
,BGBN6R8,Jiaze Renewables Co Ltd,601619,<0.01%,Renewable Electricity,CN,---,"$80,664.54","98,900"
,BL6CM44,Shandong Dongyue Silicone Material Co Ltd,300821,<0.01%,Commodity Chemicals,CN,---,"$80,476.40","34,600"
,BP3RCY0,Beijing North Star Co Ltd,601588,<0.01%,Real Estate Development,CN,---,"$80,373.70","257,800"
,BN4GT29,Myoung Shin Industrial Co Ltd,009900,<0.01%,Automotive Parts & Equipment,KR,---,"$80,358.81","12,556"
,BD5CBD1,YGSOFT Inc,002063,<0.01%,Application Software,CN,---,"$80,231.02","92,102"
,BD5CKM3,Tianma Microelectronics Co Ltd,000050,<0.01%,Electronic Components,CN,---,"$80,185.13","71,200"
,BJDS4D4,giftee Inc,4449,<0.01%,Interactive Media & Services,JP,---,"$80,154.67","11,127"
,BF25643,SBI ARUHI Corp,7198,<0.01%,Commercial & Residential Mortgage Finance,JP,---,"$80,153.55","15,956"
,BL61W63,Fibocom Wireless Inc,300638,<0.01%,Communications Equipment,CN,---,"$80,071.03","25,398"
,6988423,Young Poong Corp,000670,<0.01%,Diversified Metals & Mining,KR,---,"$80,070.16","2,338"
,BK71726,Shenzhen Dynanonic Co Ltd,300769,<0.01%,Commodity Chemicals,CN,---,"$80,011.13","8,184"
,B7ZGK34,EML Payments Ltd,EML,<0.01%,Transaction & Payment Processing Services,AU,---,"$79,985.57","285,383"
,BP3R5H4,Shanghai Jahwa United Co Ltd,600315,<0.01%,Personal Care Products,CN,---,"$79,805.89","28,900"
,BMF4RW1,Jinbei Automotive Co Ltd,600609,<0.01%,Automotive Parts & Equipment,CN,---,"$79,672.22","149,400"
,BD5LSP9,CHN Energy Changyuan Electric Power Co Ltd,000966,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$79,631.61","99,800"
,BG10R65,Hanil Cement Co Ltd/New,300720,<0.01%,Construction Materials,KR,---,"$79,608.15","8,300"
,BD5LW02,Wuhan Fingu Electronic Technology Co Ltd,002194,<0.01%,Communications Equipment,CN,---,"$79,574.71","47,700"
,BPDWRG2,EFORT Intelligent Robot Co Ltd,688165,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$79,448.24","28,792"
,B636JW1,HLB Therapeutics Co Ltd,115450,<0.01%,Biotechnology,KR,---,"$79,168.43","45,030"
,BFCCPV4,Shanxi Meijin Energy Co Ltd,000723,<0.01%,Steel,CN,---,"$79,032.23","123,500"
,99X7230,AVZ Minerals LTD - Temp Line,---,<0.01%,Diversified Metals & Mining,AU,---,"$78,975.84","1,098,794"
,B0ZGMK6,Alpen Co Ltd,3028,<0.01%,Other Specialty Retail,JP,---,"$78,942.61","6,200"
,BP3RJV6,Xiamen King Long Motor Group Co Ltd,600686,<0.01%,Construction Machinery & Heavy Transportation Equipment,CN,---,"$78,802.77","39,700"
,B03MPV8,Besiktas Futbol Yatirimlari Sanayi ve Ticaret AS,BJKAS,<0.01%,Movies & Entertainment,TR,---,"$78,651.10","2,333,425"
,BKFBJB1,DOHOME PCL-FOREIGN,DOHOME/F,<0.01%,Home Improvement Retail,TH,---,"$78,636.66","739,648"
,BS7K3Q5,Insigma Technology Co Ltd,600797,<0.01%,IT Consulting & Other Services,CN,---,"$78,454.08","75,100"
,6155227,Handsome Co Ltd,020000,<0.01%,"Apparel, Accessories & Luxury Goods",KR,---,"$78,389.63","5,208"
,BD5CHS8,Fujian Sunner Development Co Ltd,002299,<0.01%,Packaged Foods & Meats,CN,---,"$78,281.56","31,200"
,BD5CGX6,Hangzhou Robam Appliances Co Ltd,002508,<0.01%,Household Appliances,CN,---,"$78,268.05","30,600"
,B1BHXL8,Mayne Pharma Group Ltd,MYX,<0.01%,Pharmaceuticals,AU,---,"$78,172.63","45,285"
,6352404,FULLCAST Holdings Co Ltd,4848,<0.01%,Human Resource & Employment Services,JP,---,"$78,078.00","8,066"
,BD5TXX6,Polaris Group,6550,<0.01%,Biotechnology,TW,---,"$78,059.91","179,502"
,B03MWH3,NET Holding AS,NTHOL,<0.01%,"Hotels, Resorts & Cruise Lines",TR,---,"$77,915.49","95,198"
,BYQDMJ3,Shenzhen Gongjin Electronics Co Ltd,603118,<0.01%,Communications Equipment,CN,---,"$77,878.20","41,300"
,BK71FG6,Zhejiang HangKe Technology Inc Co,688006,<0.01%,Electrical Components & Equipment,CN,---,"$77,849.09","13,287"
,BVVPXP6,Beijing Chunlizhengda Medical Instruments Co Ltd,1858,<0.01%,Health Care Equipment,HK,---,"$77,800.45","64,500"
,6328182,KISWIRE Ltd,002240,<0.01%,Steel,KR,---,"$77,782.82","5,769"
,BDZTGG0,Autohellas Tourist and Trading SA,OTOEL,<0.01%,Distributors,GR,---,"$77,714.40","6,052"
,BD5CB86,Beijing BDStar Navigation Co Ltd,002151,<0.01%,Communications Equipment,CN,---,"$77,652.08","15,400"
,BD58021,Zhuhai Aerospace Microchips Science & Technology Co Ltd,300053,<0.01%,Semiconductors,CN,---,"$77,623.41","31,500"
,BBP6LY0,WCT Holdings Bhd,WCTHG,<0.01%,Construction & Engineering,MY,---,"$77,558.46","714,641"
,BP91NN2,Shida Shinghwa Advanced Material Group Co Ltd,603026,<0.01%,Commodity Chemicals,CN,---,"$77,546.25","6,000"
,BCZZQB6,MK RESTAURANTS GROUP-FOREIGN,M/F,<0.01%,Restaurants,TH,---,"$77,419.08","123,000"
,BD6QV10,Guangdong Goworld Co Ltd,000823,<0.01%,Electronic Components,CN,---,"$77,347.30","32,200"
,BD5LRP2,MCC Meili Cloud Computing Industry Investment Co Ltd,000815,<0.01%,Paper Products,CN,---,"$77,326.53","32,600"
,B7YLVZ9,Mcnex Co Ltd,097520,<0.01%,Electronic Components,KR,---,"$77,268.43","5,314"
,BZ0D1Z5,Hainan Mining Co Ltd,601969,<0.01%,Steel,CN,---,"$77,039.03","53,900"
,BDH3Q71,Prosegur Cash SA,CASH,<0.01%,Security & Alarm Services,ES,---,"$76,888.90","110,532"
,BR52PD7,FESCO Group Co Ltd,600861,<0.01%,Human Resource & Employment Services,CN,---,"$76,714.42","36,500"
,BFFJRJ4,Shanxi Blue Flame Holding Co Ltd,000968,<0.01%,Coal & Consumable Fuels,CN,---,"$76,705.07","69,300"
,BTDQCQ7,Shanghai Fortune Techgroup Co Ltd,300493,<0.01%,Semiconductors,CN,---,"$76,655.67","33,100"
,BQWRB96,Southern Publishing & Media Co Ltd,601900,<0.01%,Publishing,CN,---,"$76,612.74","44,000"
,BRS7744,Chengdu Information Technology of Chinese Academy of Sciences Co Ltd,300678,<0.01%,IT Consulting & Other Services,CN,---,"$76,437.12","21,200"
,B3FJNX6,GREE Holdings Inc,3632,<0.01%,Interactive Home Entertainment,JP,---,"$76,345.04","29,100"
,BD5CDM4,Aerospace Hi-Tech Holdings Grp Ltd,000901,<0.01%,Automotive Parts & Equipment,CN,---,"$76,298.56","27,157"
,6292470,Cyberlink Corp,5203,<0.01%,Application Software,TW,---,"$76,293.97","37,000"
,BP3RL65,Shandong Huatai Paper Industry Shareholding Co Ltd,600308,<0.01%,Paper Products,CN,---,"$76,201.97","147,300"
,BD73L54,Guangzhou Zhiguang Electric Co Ltd,002169,<0.01%,Heavy Electrical Equipment,CN,---,"$76,200.87","31,400"
,BP3RG60,Tibet Urban Development and Investment Co Ltd,600773,<0.01%,Diversified Real Estate Activities,CN,---,"$76,095.30","30,600"
,BD5C8Y1,Changzhou Qianhong Biopharma Co Ltd,002550,<0.01%,Pharmaceuticals,CN,---,"$76,014.74","81,300"
,BP4DTX5,Net Protections Holdings Inc,7383,<0.01%,Consumer Finance,JP,---,"$75,971.96","33,800"
,BQH7RB5,Qunabox Group Ltd,917,<0.01%,Advertising,HK,---,"$75,967.58","52,121"
,B06T2M6,Softcreate Holdings Corp,3371,<0.01%,IT Consulting & Other Services,JP,---,"$75,843.92","7,442"
,BGCWLC4,Chlitina Holding Ltd,4137,<0.01%,Personal Care Products,TW,---,"$75,811.14","23,076"
,BNHPCB3,Shenzhen Baoming Technology Co Ltd,002992,<0.01%,Semiconductors,CN,---,"$75,690.58","12,200"
,BP3R7Q7,Shanghai Mechanical and Electrical Industry Co Ltd,600835,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$75,688.93","23,400"
,BD6V591,Suntak Technology Co Ltd,002815,<0.01%,Electronic Components,CN,---,"$75,603.65","31,000"
,BD73L43,Shenzhen Topband Co Ltd,002139,<0.01%,Electronic Components,CN,---,"$75,552.08","49,300"
,BD5CBX1,Zhejiang JIULI Hi-tech Metals Co Ltd,002318,<0.01%,Steel,CN,---,"$75,443.37","21,700"
,B19HDX2,Lippo Karawaci Tbk PT,LPKR,<0.01%,Real Estate Development,ID,---,"$75,405.60","19,524,292"
,BD5LX98,Hainan Strait Shipping Co Ltd,002320,<0.01%,Marine Transportation,CN,---,"$75,347.52","66,924"
,BP3R4X3,Chongqing Water Group Co Ltd,601158,<0.01%,Water Utilities,CN,---,"$75,290.78","117,945"
,B01R690,Maxvalu Tokai Co Ltd,8198,<0.01%,Food Retail,JP,---,"$75,272.58","3,600"
,BSD3PY0,Altinay Savunma Teknolojileri AS,ALTNY,<0.01%,Aerospace & Defense,TR,---,"$74,925.91","204,590"
,BHQPS03,INKON Life Technology Co Ltd,300143,<0.01%,Health Care Facilities,CN,---,"$74,913.00","49,900"
,6725200,Ultra Chip Inc,3141,<0.01%,Semiconductors,TW,---,"$74,293.65","29,000"
,BNR4MQ5,Yangling Metron New Material Inc,300861,<0.01%,Semiconductor Materials & Equipment,CN,---,"$74,138.89","25,200"
,B0VTXZ1,Bioneer Corp,064550,<0.01%,Biotechnology,KR,---,"$74,010.39","12,524"
,BMF7PX7,Beijing Wandong Medical Technology Co Ltd,600055,<0.01%,Health Care Equipment,CN,---,"$73,967.62","39,700"
,BNR4NF1,Jiangyin Hengrun Heavy Industries Co ltd,603985,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$73,881.23","21,200"
,BD8P085,Fagerhult Group AB,FAG,<0.01%,Electrical Components & Equipment,SE,---,"$73,873.76","35,407"
,6380643,ES-Con Japan Ltd,8892,<0.01%,Homebuilding,JP,---,"$73,821.81","10,700"
,BD580D2,Guangdong Create Century Intelligent Equipment Group Corp Ltd,300083,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$73,495.39","49,700"
,BD5C9Q0,Zhejiang Jingu Co Ltd,002488,<0.01%,Automotive Parts & Equipment,CN,---,"$73,448.55","48,800"
,BD5LZG9,Guangdong Tapai Group Co Ltd,002233,<0.01%,Construction Materials,CN,---,"$73,319.11","59,300"
,B7JW351,Aspirasi Hidup Indonesia Tbk PT,ACES,<0.01%,Home Improvement Retail,ID,---,"$73,309.10","3,765,500"
,BD5CHN3,Guangdong Advertising Group Co Ltd,002400,<0.01%,Advertising,CN,---,"$73,300.84","61,100"
,BK4XY80,Xinjiang Communications Construction Group Co Ltd,002941,<0.01%,Construction & Engineering,CN,---,"$73,057.92","40,900"
,B232R27,Com2uSCorp,078340,<0.01%,Interactive Home Entertainment,KR,---,"$73,055.10","4,149"
,6190682,China General Plastics Corp,1305,<0.01%,Commodity Chemicals,TW,---,"$72,991.67","184,895"
,B6Y3LL4,Adese Gayrimenkul Yatirim AS,ADESE,<0.01%,Real Estate Operating Companies,TR,---,"$72,950.16","3,235,680"
,6355016,Tianjin Benefo Tejing Electric Co Ltd,600468,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$72,741.80","74,600"
,BNHPPJ2,Liaoning Chengda Biotechnology Co Ltd,688739,<0.01%,Biotechnology,CN,---,"$72,645.48","22,888"
,B1G40W4,UniTest Inc,086390,<0.01%,Semiconductor Materials & Equipment,KR,---,"$72,612.30","7,083"
,BD5CDL3,Guangdong Baolihua New Energy Stock Co Ltd,000690,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$72,524.70","79,300"
,BP3RBV0,Joincare Pharmaceutical Group Industry Co Ltd,600380,<0.01%,Pharmaceuticals,CN,---,"$72,333.38","48,000"
,6642503,Nippon Sharyo Ltd,7102,<0.01%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$72,164.79","3,483"
,6984669,Sinopec Oilfield Service Corp,1033,<0.01%,Oil & Gas Equipment & Services,HK,---,"$72,141.78","806,000"
,BP3RJD8,CTS International Logistics Corp Ltd,603128,<0.01%,Air Freight & Logistics,CN,---,"$71,989.69","90,900"
,BD5CFL7,China Nonferrous Metal Industry's Foreign Engineering and Construction Co Ltd,000758,<0.01%,Diversified Metals & Mining,CN,---,"$71,714.62","72,300"
,BD5M034,JSTI Group,300284,<0.01%,Construction & Engineering,CN,---,"$71,655.56","81,300"
,BYV01B4,DongFeng Automobile Co Ltd,600006,<0.01%,Automobile Manufacturers,CN,---,"$71,597.66","79,200"
,BMZQD18,Smart Gunes Enerjisi Teknolojileri ArGE Uretim Sanayi ve Ticaret AS,SMRTG,<0.01%,Semiconductors,TR,---,"$71,570.41","280,260"
,BNHPM79,Guotai Epoint Software Co Ltd,688232,<0.01%,Application Software,CN,---,"$71,342.73","24,469"
,BP3RGD7,Nanjing Gaoke Co Ltd,600064,<0.01%,Diversified Real Estate Activities,CN,---,"$71,206.31","63,000"
,BD5CGL4,Yotrio Group Co Ltd,002489,<0.01%,Leisure Products,CN,---,"$71,194.15","127,800"
,BD5CN35,Jiangsu Shagang Co Ltd,002075,<0.01%,Steel,CN,---,"$71,168.96","123,500"
,BRS76Z8,Huatu Cendes Co Ltd,300492,<0.01%,Research & Consulting Services,CN,---,"$71,106.89","11,300"
,BD73KS0,JiuGui Liquor Co Ltd,000799,<0.01%,Distillers & Vintners,CN,---,"$71,047.51","10,500"
,B63KM13,Tv Tokyo Holdings Corp,9413,<0.01%,Broadcasting,JP,---,"$70,983.96","3,000"
,BJ9ZMW4,Chunbo Co Ltd,278280,<0.01%,Specialty Chemicals,KR,---,"$70,931.51","2,163"
,6361994,THANACHART CAPITAL PCL-NVDR,TCAP-R,<0.01%,Diversified Banks,TH,NVDR,"$70,853.74","38,600"
,6450858,HYUNDAI Corp,011760,<0.01%,Trading Companies & Distributors,KR,---,"$70,793.62","3,860"
,B0WCDT3,COSCO SHIPPING International Singapore Co Ltd,COS,<0.01%,Air Freight & Logistics,SG,---,"$70,763.88","759,400"
,B1WGT83,Neowiz,095660,<0.01%,Interactive Home Entertainment,KR,---,"$70,660.89","5,514"
,BP3RJM7,Shenzhen Heungkong Holding Co Ltd,600162,<0.01%,Diversified Real Estate Activities,CN,---,"$70,650.27","171,300"
,BD76119,Guangdong Dowstone Technology Co Ltd,300409,<0.01%,Specialty Chemicals,CN,---,"$70,557.72","21,400"
,BFB4JK8,Sichuan Swellfun Co Ltd,600779,<0.01%,Distillers & Vintners,CN,---,"$70,356.00","13,300"
,BYM6DQ0,JM Holdings Co Ltd,3539,<0.01%,Food Retail,JP,---,"$70,212.93","8,800"
,BK71793,Three Squirrels Inc,300783,<0.01%,Packaged Foods & Meats,CN,---,"$69,972.86","26,000"
,BD5LT45,Shanghai Pret Composites Co Ltd,002324,<0.01%,Commodity Chemicals,CN,---,"$69,884.70","38,400"
,6870649,Taiwan Styrene Monomer,1310,<0.01%,Commodity Chemicals,TW,---,"$69,747.11","271,450"
